	topic	sentiment	tweets	time
807	5	n	"@Ben_T_Johnson @Chapmans_Canada Why should they be excluded from trying their best to keep their employees safe from covid?

A mandate costs the company nothing and helps keep their community free of outbreaks tied to their work environment."	2021-11-22 04:51:22+00:00
808	1	n	A governor elect yarning dust about vaccine on CNN	2021-11-22 04:36:42+00:00
809	3	-	"@LoriLambert969 @kristalixy He has said that he believes the vaccine should be a choice, that he doesnt agree with proof of vaccination. I believe he will pander to the anti-vaxxers, the extreme right and the separatists. That is why I believe he will be worse. His comment regarding the party backing"	2021-11-22 04:34:31+00:00
810	3	-	@Newfiestud_79 @CBCAlerts I am a peds GI. My kiddos are registered to go in Alberta as soon as app'ts open up. My husband said this weekend maybe we should wait a bit. No way. Won't risk them getting COVID with all it's known &amp; unknown consequences with a vaccine available now.	2021-11-22 04:32:40+00:00
811	3	-	@truemarksman27 @chornlyadams @thevivafrei Covid 19 vaccine doesn't deserve the classification of vaccine it doesn't stop the spread or eliminate symptoms.	2021-11-22 04:31:51+00:00
812	3	+	"@left_going That's not true. Did your barber tell you that? 99% of the ppl in hospitals due to covid are the unvaxed. They used LARGE SAMPLE SIZES to determine that, not gossip like you use. If you can't tell the diff between that then you are demonstrably stupid."	2021-11-22 04:23:56+00:00
813	3	+	"@spiritofanu @Dan_GT2 I start off an interview with “a condition of employment here is being vaccinated for covid, if that is a problem for you then lets cease this interview now.” 

Hired 2 people in the past week.  Vaccinated, good, people."	2021-11-22 03:34:42+00:00
814	4	+	"@Milk_the_cow4 If tetanus vax left me bedridden with weird bruising and nosebleeds for 2 weeks, i would consider my odds. Covid death risks are negligible."	2021-11-22 02:52:01+00:00
815	4	n	Why do they gotta mention COVID on the animated shows too?? 🙄🙄🙄 #FamilyGuy	2021-11-22 02:36:47+00:00
816	1	n	@bob_mcbain And his covid	2021-11-22 02:19:42+00:00
817	4	-	"@JimDurant7 @SherriM28890827 @investined @CBCNews Yep...imagine what a wonderful world  we would have today if back in the days parents will the same about the polio vaccine, or measles or leprosy..."	2021-11-22 02:10:59+00:00
818	4	-	"@mrjohnnyomalley @smwgilbert The issue here is mayor can't be asking for time to convert city and its budget. Winning some people back is (slightly) more likely. 

Covid is leaving scars on city budget and vision which will take decades to erase. Governments no longer think in decades in the west."	2021-11-22 01:50:36+00:00
819	2	n	@Toon_Dreessen I wish the needs of covid costs was preventing / delaying some road widening projects.	2021-11-22 01:45:45+00:00
820	2	n	American music awards tonight and it appears no masks required and dance and yell together all you want. So I am declaring as of tonight that the covid is over.	2021-11-22 01:44:29+00:00
821	2	-	@mchkzn All 5 downtown bridges are slated for replacement. End of life plus widening. But these were pre covid plans. So...	2021-11-22 01:42:39+00:00
822	5	+	"God bless the people who loved covid work at home

 not ever be accountable. So many identity  RBC  Via bills taxes  pondsy repeats Fake billing investments   suprun  investments

 ttps://torontosun.com/news/provincial/ontario-reports-highest-new-daily-case-count-since-september"	2021-11-22 01:40:20+00:00
823	2	+	"Thread to share my experience going to a concert during Covid, after vaccination and all. 

After it was double-time postponed, we will get to see Caribou ✨"	2021-11-22 01:08:27+00:00
824	1	n	@Fannie_a7x Covid	2021-11-22 00:52:28+00:00
825	2	-	@_Norwegian_Blue @sarahbyyc @crwequine @nkorotash @According2Luke @KenBoessenkool @KikkiPlanet @DrJayDrNo @ShawnaGofABPoli @DonoYEG @Mitchell_AB @JodiMillerYYC @TheeQuadfather Oh geeze it's the Covid police. Give it a fucking rest.	2021-11-22 00:46:39+00:00
826	2	n	Tomorrow Canada’s Parliament In Ottawa Resumes and I’m calling on the Trudeau Government to support people affected by COVID-19 who are still In need of support and creating a new benefit for 6 more months which will provide the people time to find alternative opportunities.	2021-11-22 00:23:07+00:00
827	2	n	@Jaribo9 I don’t think it’s the number it’s the risk of getting Covid by leaving the city of ottawa	2021-11-22 00:22:37+00:00
828	2	n	@Powell7Gill My problem is there hasn't been an agreement because years ago the alternate route was declined because it would take longer and cost more. As stewards of the land the cost of protecting the land to billionaires shdnt matter Gas and oil have doubled their profits during the covid	2021-11-21 23:44:45+00:00
829	2	n	"The Alberta Covid QR scanner can actually detect an Ontario QR code and will display the name and DOB.

If only we had a system that could scan all Canadains provincial and territorial QR codes all in one app!"	2021-11-21 23:29:32+00:00
830	3	+	"@HarryForestell Thank you for sharing. It’s heart breaking for our nurses and health care staff to see and care for weeks on end for anyone who suffers from COVID (many dying) when it could be preventable.
Please get vaccinated"	2021-11-21 23:23:33+00:00
831	2	n	@TomJChicago @needabunker Also; who profited in the stock market as TFG denied Covid? Who sold or bought stock during those 5 months?	2021-11-21 23:05:35+00:00
832	3	+	@business Vaccine doing wonders	2021-11-21 22:23:20+00:00
833	2	-	"@snapthennap @DavidM_yeg @youseepeeYYC @Albert_Nobbs @Alberta_UCP @jkenney Fair. The amount of discussion, encouragement, and actual evidence that's been presented in the last year about the validity of vaccines and COVID outcomes hasn't changed their minds though. Arguing with them on the internet is unlikely to win them over either."	2021-11-21 22:19:56+00:00
834	2	n	"@Toro2222 The US is passing India in Covid deaths as well. What’s your point?

Absolutely not a thing will be done about either of them."	2021-11-21 22:14:40+00:00
835	3	-	"@Voiceof84518732 @CP24 The vaccine messed up my cycle.  So does a round of antibiotics.  So did the all stress my ex-husband caused me.  You know what else messes up someone cycle; not eating right, getting too little sleep, coffee, vitamins, birth control, stress, anxiety, depression.  We deal."	2021-11-21 22:08:53+00:00
836	4	-	"@melanieruse I believe Eastern Europe has the worst incidence of covid in the Western World, with the highest deaths and some of the lowest vax rates. Doesn't take a statistician to realize they need action now."	2021-11-21 21:48:49+00:00
837	2	-	@Sanlin I'mnot sure where Ontario stands on that but I know I'm not getting it at a Shoppers filled with Covid Cases waiting to be tested. NO WAY!	2021-11-21 21:34:51+00:00
838	3	+	"@Amy_Siskind Zero side effects from 2 Pfizer’s and 1 Moderna.
(I don’t call local tenderness in arm a side effect.)"	2021-11-21 21:22:37+00:00
839	2	-	$250 for a covid test to get back into Canada lmao 🥴	2021-11-21 21:20:29+00:00
840	2	n	"“You got her number off a Covid 19 contact tracing list??” 

- modern Seinfeld"	2021-11-21 21:19:40+00:00
841	1	n	@mchkzn Has The Green Door survived covid?	2021-11-21 21:15:57+00:00
842	4	n	@HeyNurseKat My sister in law is 37 and was in decent health.  She is now dealing with effects of COVID 2 months after getting it.  And she's 37	2021-11-21 21:10:48+00:00
843	2	n	"It was our first time back to @MapleLeafs home game since the “E-Bug” game. A few take aways;
1-Don’t remember the rink being so quiet. Not just the crowd, but the game itself was so quiet last night. 
2-Most fans abided by the Covid protocols in place
3-Arena staff were amazing"	2021-11-21 21:06:42+00:00
844	3	-	"@jkenney I hope you heard the message to you from outside? It was ""NO COAL""mining on the eastern slopes of our Rockies!!! Listen to the people! 
And then there were the anti vaxxers...your support base. Is this how you will defeat Covid? What an ignorant approach!"	2021-11-21 20:48:12+00:00
845	3	n	"@tammyrobert I have discovered it is easier to ask for a person's gender identity than their vaccine status. The amount of anger I get from people needing to show their QR codes and photo ID is exhausting. It should not stop, mind, but most of the upset is coming from the vaccinated."	2021-11-21 20:38:14+00:00
846	3	n	"@SunnyDfan4eva @jayardot @kingvukan @BNODesk I see now thanks ....that's six to one ratio, would that not include them people though?
just seems treatment of data is not being used equally and fairly 🤷🏼‍♂️ and by the way I'm not anti-vaccine at all but I am currently unvaccinated do to overactive brain as well as confusion 😆"	2021-11-21 20:17:24+00:00
847	2	-	It has been decided. My first free trip is going to WA for a couple of days. I haven't seen my friend there in 5 years. Fuck COVID! She was supposed to be at our wedding.	2021-11-21 20:10:41+00:00
848	2	-	"#LeafsForever &amp; #Isles fans, There’s a chance tonight’s #LeafsForever - #Isles game might be postponed or canceled cuz, of the NYI COVID situation but, AS OF RIGHT NOW, THE GAME IS SCHEDULED TO BE PLAYED TONIGHT."	2021-11-21 19:37:02+00:00
849	2	n	"@leafguy403 @91Tavares There’s a chance tonight’s game might be postponed or canceled cuz, of the NYI COVID situation but, AS OF RIGHT NOW, THE GAME IS SCHEDULED TO BE PLAYED TONIGHT."	2021-11-21 19:35:13+00:00
850	4	-	@Awithonelison @Cleavon_MD I have a friend who is now having cognitive issues as well after  he had Covid-19	2021-11-21 19:32:09+00:00
851	4	-	@newsmax You failed on covid	2021-11-21 19:04:11+00:00
852	2	-	"During COVID when they couldn’t get placed on tours. Or, let’s talk about those streaming rates. And so on. Stop applauding idiots for doing the bare minimum."	2021-11-21 19:03:41+00:00
853	3	n	People who call themselves “addictions specialists” criticizing the “effectiveness” of #safesupply is akin to anti-vaxers pointing to ICUs claiming public health measures for #covid don't work.	2021-11-21 18:58:11+00:00
854	2	-	@VSoien @RacineRandi @Policy_Error @BNODesk yeah I think the biggest problem is is the governments cemented in the thoughts originally from the vaccine trials not thinking because they're not trained professionals that it was going to wean so fast and lose effectiveness that's my guess ......	2021-11-21 18:55:18+00:00
855	3	-	@unjuventino It is not the same vaccine as the one for humans.	2021-11-21 18:45:07+00:00
856	4	-	"@not2likely Thank you! We are so thankful also on the kid front! And does PPE Medicine Hat ever feel like a lifetime ago. COVID has messed with so much in our lives, including time 😩"	2021-11-21 18:42:35+00:00
857	5	n	"@RacineRandi @Policy_Error @BNODesk @VSoien I guess that depends on what the definition of work means to the individual, personally I just say the vaccine mitigates the situation from very very bad to almost manageable for the Healthcare Systems of some places 🤷🏼‍♂️🇨🇦"	2021-11-21 18:42:05+00:00
858	2	-	"In case anyone is wondering, 95% places in YVR have asked to see my piece of AB vaccine-not-a-passport paper (because they can’t scan but not an issue). Oddly enough - the one place that never asked to see anything - the airport and my flight."	2021-11-21 18:42:01+00:00
859	3	+	"@kingvukan @SunnyDfan4eva @BNODesk technically it's not the same thing,  and I wouldn't consider the third ""booster"" a booster anymore it's a three dose vaccine as many are, 4th would be a booster I believe now, to dynamic situation/information  it's going to change as it has!"	2021-11-21 18:39:38+00:00
860	2	-	3 COVID tests in a week. When is traveling going to go back to normal? 😪	2021-11-21 18:39:26+00:00
861	2	n	@MarkBoy51072146 @CityNewsTO Vaccines alone are not the answer to this issue look at the stats. People that are fully vaccinated are getting Covid and are being hospitalized. So both TTCand GO Transit are not looking at the big picture.	2021-11-21 18:38:01+00:00
862	2	n	"@MBKev @JaniceMLPCSeine @DougaldLamont @HStefansonMB Shared health issued vaccine immunization document 48 hours after each vaccination. It states the vaccine kind, date and lot numbers. Printable off the internet site. Then the plastic card with the QR code can be applied for 14 days after the second dose of vaccine-fully vaxxed."	2021-11-21 18:33:23+00:00
863	2	+	Walked past The Four Seasons Centre for the Performing Arts in Toronto. Lots of happy folks in line showing ID and their vaccine passport at the door. Was great to see people inside again! Get vaccinated and do more stuff! #GetVaccinated @CanadianOpera	2021-11-21 18:22:19+00:00
864	2	n	@geostylegeo Are those the same people who don't believe in covid and don't want to wear a mask bc it will make them sheep?	2021-11-21 18:00:57+00:00
865	4	+	We are the last line of defence against the Goat Head Church of Covid. We win or we go down fighting.	2021-11-21 18:00:21+00:00
866	4	-	@brock_mcgillis It's over discord. My mom is out east now. Moved before covid! So it's like she never left 🤗	2021-11-21 17:57:42+00:00
867	2	-	I'm not some Armageddon preacher but these metaphors are now most appropriate. The wheels are coming off Satan's chariot that's why the Goat Head of the Church of Covid is forcing his governments into tyranny. But fear not it's the last thrash of the desperate cowardly demon.	2021-11-21 17:53:12+00:00
868	1	n	"@CBCQuirks Hey guys! Question for you: Does being exposed to an active Covid case ""boost"" a vaccinated person's immune system similarly to receiving an actual booster shot? Thanks!"	2021-11-21 17:52:34+00:00
869	1	n	"@claudiahammond Question for you guys: Does being exposed to an active Covid case ""boost"" a vaccinated person's immune system similarly to receiving an actual booster shot? Thanks!"	2021-11-21 17:51:46+00:00
870	1	n	@jacktodd46 If it wasn’t for COVID Habs wouldn’t have made the playoffs the last 2 seasons	2021-11-21 17:50:48+00:00
871	3	n	@Adam_Stirling Why do you continue to slander people who are heroically pushing back against authoritarian vaccine mandates?	2021-11-21 17:34:59+00:00
872	1	-	"@jkparker @Oth3rPabl0 @DrStephanieCoo1 I don't think he actually read the article. A recent study showed over 2x the stillbirth rate for Covid positive mothers, worse with Delta."	2021-11-21 17:30:21+00:00
873	4	-	Getting little tired of these “potential covid exposure” warnings that pop up all day. With all due respect we are potentially exposed with everywhere we go and touch. It’s getting old!	2021-11-21 16:37:37+00:00
874	4	n	"Site C is just the first sequentially: ignoring the poison drug crisis, permitting CGL/old growth logging, not mandating masks for months, lying about COVID in schools, crass comments during heat dome, indifference toward PWD, indifference toward poverty, COVID election"	2021-11-21 16:32:10+00:00
875	3	+	"@supercazzola773 @tuvya68 @garden_nome1 @peggy_blair @Chapmans_Canada If you can't understand that the risks from the vaccine are exceedingly minuscule compared to the risks of covid in terms of mortality and chronic morbidity, then if the shoe fits, wear it."	2021-11-21 16:29:28+00:00
876	2	-	"@yhzmom1 @CBCNS Even I'd rather just talk to another human being, I had a hard time booking my first covid shot because the internet wasn't straight forward and I can see how it would be so frustrating for seniors."	2021-11-21 16:27:10+00:00
877	3	+	"Someone asked me why I am “hiding”?
I dont know how many times I have to explain to people that enjoyment in THE OUTSIDE is on pause until I get my 2nd vaccine shot.
Cant go any bloody where in this Canada without it."	2021-11-21 16:23:46+00:00
878	2	+	"@DanRather Flew Air Canada to Cayo Coco Cuba, they took the protocols seriously, also sprayed ceiling of aisle in flight and provided kits with mask, sanitizer for self and surfaces and Covid Info pack for arrival. Offered mask if yours got soiled, etc."	2021-11-21 16:10:57+00:00
879	2	+	"Shout out to @FactoryLDNont and Alibi Roadhouse for a great time (&amp;
food 🙂) &amp; being on point with COVID protocols. 1st time socializing indoors in ages. Felt very safe!"	2021-11-21 16:10:24+00:00
880	2	+	"Enjoying my morning coffee &amp; received some kind words from a football parent. It’s been a challenging season for sure, with extra duties due to Covid but let me tell you, that text message was worth it all. We extra-curricular coaches know the benefits of these activities."	2021-11-21 16:06:28+00:00
881	2	-	"@dukewindsor388 When Covid caused the US/Canadian border to close I was visiting my fiance in BC. I stayed, got married and applied for permanent residency. It was too avoid being separated and unrelated to politics, but not being in the US right now feels very fortunate and fortuitous."	2021-11-21 15:50:29+00:00
882	4	-	".@fordnation The cold weather is here. A lot more people are going to die, and not just from covid. Oh, right, you don't care about the homeless crisis. If someone is having issues with money, they should just get a job, right? That's what you said to ODSP folks in August 2020 🙄"	2021-11-21 15:37:13+00:00
883	1	+	@towhey Absolutely agree!  I stopped watching tv 'daily news' a while ago for just that reason.  I really do not need to know every day what the 'dead running total' is since it all began. A lot of people in my household have Covid Fear and I think it largely comes from too much focus	2021-11-21 15:02:56+00:00
884	3	-	@globalnewsto Vaccinated ones also spread the virus whether 2doses booster and all. Its time we all as a people go on our knees n ask YHVH  (Heavenly Father-ABBA) to forgive us n repent of our sins n repeat it no more.He didn't cause this Covid pestilence on us. Humanity brought upon ourselves	2021-11-21 14:50:15+00:00
885	2	n	"@Bateson_AB @jkenney Preparing for a 5th wave of Covid, federal jobs program showing great results, 15000 delayed surgeries, millions spent on a meaningless referendum, NDP ready to take Alberta forward when upc is tossed out. Kenney &amp; upc are done and they know it!"	2021-11-21 14:49:59+00:00
886	2	-	"@joncoopertweets @POTUS Shareholders are the Robber Barons of the 21st Century. The top Executives compensation includes stock options, bonuses are paid on the strength of dividends and share price. Apparently, it is the little people who must suffer the costs of COVID."	2021-11-21 14:46:53+00:00
887	3	-	@epdevilla I’ve recently learned that pregnancy does not exempt women from the covid jabs.  This is a disgusting  and disgraceful position to hold.  As you are in agreement to such a policy you’re character equals this position.  You are not of a progressive human mind.	2021-11-21 14:42:20+00:00
888	2	-	"Ernst later pulls a ""it's just my opinion!"" on the idea that COVID was a lab leak. But that opinion is clearly driving her China policy to a degree which is....not great."	2021-11-21 14:38:53+00:00
889	2	-	"Interesting exchange with Sen. Ernest, who explained her opposition to a bill to counter China's growing tech supremacy: the Endless Frontier Act. She says we need more transparency, then turned to the idea the Wuhan Institute of Virology was responsible for COVID-19."	2021-11-21 14:38:51+00:00
890	3	+	I got my booster on Friday. Pfizer. The other two were AstraZeneca and Moderna. I believe I can now hang out in fever ditches and swim in cesspools unfettered.	2021-11-21 14:37:11+00:00
891	3	+	"@88mphdelorean1 @ColleenMoriar12 @ShooguhLipz Statistics say otherwise: the risks of vaccination are miniscule compared to the risks of death or chronic disability of getting covid. And regarding the risks associated with the vaccine, don't the 4.2 BILLION people in the world who've been vaccinated give u some confidence?"	2021-11-21 14:32:26+00:00
892	3	+	Waiting at a clinic for my flu shot. COVID booster Wednesday. Looking to be more invincible than I already am.	2021-11-21 14:29:48+00:00
893	4	n	"@marthahradowy I don’t think it’s a matter of appreciation, but more awareness.

If awareness was there I think there would have been a bigger outcry about the COVID risks of Ed workers working multiple jobs while supporting vulnerable students. 

For PSWs that was a big story, not Ed workers."	2021-11-21 14:27:28+00:00
894	3	n	"@IrfanDhalla But vaccination has never prevented one from getting a virus, never! That's why the flu vaccine is annual, last year's flu in this year's shot. Why  claim anything different? The shot helps, not prevents."	2021-11-21 14:24:41+00:00
895	3	n	@AZ_Brittney Pfizer or Moderna. Both are mRNA vaccines.	2021-11-21 14:16:00+00:00
896	5	-	New Zealand and Australia really on some other ish. They’re having rallies against vaccine mandates etc….they better try hard go get the jab	2021-11-21 13:19:47+00:00
897	3	+	@merry123459 And the funny thing is %99.9 of anti-vaxxers have had a vaccine in their life	2021-11-21 13:06:28+00:00
898	1	-	"@TimHagg50495795 @CanadensisMax Arizona has 10x the COVID cases and half the population of Ontario. So, correct me if I’m wrong, 20x the cases by population."	2021-11-21 12:32:48+00:00
899	2	n	@callmeniles @hmprogressive @CP24 Tie it into Presto. Verify your vaccine status in the Presto app in order to keep using the Presto card. Not foolproof (they can use someone else’s card) but adds friction and makes it harder to use the system for the unvaccinated.	2021-11-21 12:32:42+00:00
900	3	-	When I was in high school 3 kids died of a vaccine preventable disease. I remember feeling hurt and bewildered that the outbreak could have been prevented but someone decided it wasn’t worth offering us the vaccine.	2021-11-21 12:22:08+00:00
901	3	+	@CTVToronto Lolll goofs just get the vaccine lol the world is moving on without you.	2021-11-21 11:26:36+00:00
902	2	-	"@ghsjubdh @FMcQueen31 I’ve had full formal legally required documents package for my case, border authorities were only interested in Covid documentation really, did not ask anything else."	2021-11-21 08:59:28+00:00
903	3	n	"@WhiteCrkLumber @4est2J I know many who died of COVID or become long haulers. Personal friends. I don't know a single person who had a bad reaction to the vax or died from it! I've had 3, no reaction to any! But I am against mandates. It must be an informed choice to take it, not forced by job loss, etc"	2021-11-21 08:43:45+00:00
904	3	-	"So the antivaxxers came to my home today. They filled the street with inescapable signs and sounds, marching for the right to end my life.

Because I rely on public health to make sure that COVID doesn’t kill me as I recover from a year of  #cancer treatment.1/3
#onpoli #toronto"	2021-11-21 08:04:04+00:00
905	3	+	"@Oth3rPabl0 @DrStephanieCoo1 Covid causes stillbirths and miscarriages, the vaccine does not."	2021-11-21 07:46:02+00:00
906	2	-	Covid is the biggest lie the government has out out in 50 years  plus. Stop falling for it.	2021-11-21 05:59:34+00:00
907	4	n	@xAbbottx Great! Played my first gig in over a year due to Covid 19.	2021-11-21 05:37:35+00:00
908	3	+	"@HamannLily @kristynwongtam Thanks for sharing this article which correctly says:
""Vaccines remain highly effective at preventing severe disease, breakthrough infections and disease among vaccinated individuals remain uncommon, and most of the new COVID-19 cases in the U.S. are among unvaccinated people."""	2021-11-21 05:32:59+00:00
909	4	+	@BarbLarochelle Don’t let covid stop you from living life	2021-11-21 04:50:56+00:00
910	2	n	"I just realized that every time I went to vegas I was under age and now that I’m 21 wanting to go to vegas, I can’t bc of covid… God really stopping me from spending $$ on alcohols and strip clubs🥴🥴"	2021-11-21 04:35:16+00:00
911	2	-	@CMOH_Alberta Where are the Alberta Doctors using Early Stage Treatment of Covid-19? They could keep all covid cases out of the hospitals. #hippocratic #oath #Responsive #medicine	2021-11-21 04:34:58+00:00
912	3	+	"@88mphdelorean1 @ColleenMoriar12 @ShooguhLipz You do realize that the risk of death or injury from vaccines is miniscule compared to that of covid itself, right? Yes, if their only desire is 1$ an hour more, that ain't much, but it's mostly just about waking people up to their responsibilities."	2021-11-21 04:07:19+00:00
913	2	n	"@uche_blackstock @Naej70367743 What I think was great was when @uche_blackstock and other doctors like @Cleavon_MD discussed the troubled history of medicine in America vis-a-vis vaccine hesitancy, which turned out to be lower thanks to engagement"	2021-11-21 03:11:31+00:00
914	4	-	"MY SYMPATHIES LIE WITH PROTESTERS IN THE Hague and Rotterdam  they see Covid 19 as a permanent part of life, worse than Nazi oppression during WW2, soon these protests will be World wide as quality of life sinks ever lower for most people +++"	2021-11-21 03:09:23+00:00
915	2	-	"Are stuck, because Covid 19 rules aside we can no longer travel to familiar places, like Seattle, or Calgary  which were cheap and nice places to visit,this Country is rapidly in serious decline !"	2021-11-21 02:49:40+00:00
916	1	n	@PacificRaine @WBrettWilson @Alberta_UCP @jkenney “Well deserved”? Have you seen the COVID death toll? How about the poll numbers?	2021-11-21 02:48:24+00:00
917	4	-	"WHAT IS HAPPENING IN BEAUTIFUL B.C. ? COVID 19 AND FLOODS HAVE DEVASTATED B.C. I Remember the 1960,s 70,s when Canada had an excellent Airline system, beautiful and cheap Railway and Greyhound bus system Canadians were the envy of the world, now those who don't have cars, ..."	2021-11-21 02:46:39+00:00
918	3	-	"Fully vaccinated Canadian Senator dies of Covid; fully vaccinated MP has Covid; fully vaccinated company of Canadian soldiers has Covid outbreak… yeah, this is a great vaccine to bankrupt a nation, steal its constitutional freedoms &amp; impose Vaccine Apartheid for!"	2021-11-21 02:19:41+00:00
919	3	+	"@acoyne @RobynUrback I fired my dentist because she refused to reveal the vaccine status of my hygienist. Sorry, not sorry. Would you have a surgeon who was against hand washing? I wouldn’t fire anyone. Layoff teachers, nurses, doctors until they get the shot. Their co-workers agree."	2021-11-21 02:15:17+00:00
920	3	n	"@PatSuwalski @joe_warmington Both moderna &amp; Pfizer have been banned for under 30,so yes, we do know that. The 12-15 UK vaxxed deaths were 6x normal. Do we know exactly how much deadlier the vax is? No. But 84 ON children have been hospitalized w/covid, since it’s discovery. Total. Vs the known 1/5k vax risk."	2021-11-21 02:04:01+00:00
921	3	n	"@BriggsAlexa @emmagmay @jkenney @Ground_app Dammit. Now that I’ve interacted with both your comments, and I realize it’s affecting my skewing-ness all the way up the line, I’m wondering if this has an R value like Covid does."	2021-11-21 01:57:40+00:00
922	2	-	@Alasdair07 @AlbertaAltruist Her approach to Covid disappointed me. I don’t believe she took it seriously	2021-11-21 01:56:02+00:00
923	2	n	"@VaughanCon2021 @melissagrelo Just listened to a news segment on Covid and children. They are contracting Covid19 and some are experiencing LongHaul syndrome. This coming from Anna banerji
Paediatric disease specialist. Look her up and get educated for your kids sake"	2021-11-21 01:44:46+00:00
924	5	n	"I wish I could pick up odd jobs here and there when I can't work with Mother Goose. I'm only able to work twice a month, and I haven't been able to work these past few weeks because of Covid cases here, and then a pro D day on top of that. Hopefully I can work next week."	2021-11-21 01:42:58+00:00
925	2	n	@harmandayal2 Didn't we recently play Vegas and didn't I hear at least a player from VGK was in Covid protocol?	2021-11-21 01:37:44+00:00
926	2	n	"@RobertMeynell @Luber905 @MargotCBoyd @RobynUrback @BrittanyAmofah @EmmaRoseTeitel @kristynwongtam That was utterly unclear and nonsense anyway. You're talking about ""not caring"" and about the chances of dying being virtually zero. This is false, as is the dichotomy of ""life/death"" with COVID. There is a whole middle ground of unpleasantry to disability to consider."	2021-11-21 00:41:05+00:00
927	4	n	"@michelleyca It is.  Since the hight if COVID when we weren't able to see them, I've really grown to appreciate these sweet little moments which I previously took for granted. 💞💞💞"	2021-11-21 00:27:36+00:00
928	4	n	@nspector4 I do too. My mother cried when she read the headline that Salk had developed a polio vaccine. No-one remembers the terror parents had in the '50s about polio outbreaks. I never learned to swim because my parents were afraid of public swimming pools.	2021-11-21 00:25:23+00:00
929	3	n	@gigicat7_ Djokovic has not said he hasn’t or will not take the vaccine he just says it’s a private area of discussion so Zverev mind your own business	2021-11-21 00:16:04+00:00
930	2	n	@HeartSisters @ePatientDave Every consumer brand “checked in” on me during Covid. Family doc did not. Not once. Like even a generic blast email. Not once.	2021-11-20 23:56:27+00:00
931	2	-	So much for the @WonderlandNews #WinterFest being safe from Covid. Half of the guests are walking around without their masks. 🙄 so disappointing.	2021-11-20 23:48:14+00:00
932	1	n	"@EmmaSStansfield @kaki385 @ConcernedNurse6 Counter opinions galore  well documented and reviewd
I am thankful that your husband is an honest researcher not being led by the money
Obviously cancer cures have been worked on for years with limited success.a protein spike ( redefined as a vaccine) in10 months no sale"	2021-11-20 23:38:32+00:00
933	3	-	@TheOGpianoGeek ...fuck no...I never had a flue shot in my life... COVID-19 fully vaccinated...I trust my God given immune system...what the fuck I'm going to boost; already have my Mederna floating in my system...	2021-11-20 23:33:01+00:00
934	2	n	@stickers66 rolled the dice between sea to die or the covid-mobile aka @squamishconnect who don't require any vaccine passports and the air circulation is minimal to none. Says a lot that the bus is probably safer.	2021-11-20 23:29:31+00:00
935	2	-	"@Tornhockeyfan @LeafsAllDayy We are prevented from so many things! Testing to travel (costs $200+), filling out endless screening forms, showing ID and vacc cert everywhere, and still having to wear masks where you can't breathe or hear people talk. Even people who do get covid now, symptoms are mild"	2021-11-20 23:13:55+00:00
936	2	-	@unbalumni @UNBFredericton I was disappointed to hear about this. What’s behind the closure? Is it a COVID victim? What is being done with the space?	2021-11-20 23:13:14+00:00
937	4	+	"@SlaggitySlag @CanuckManMD I will seriously take this into consideration after 5-11-year-olds with vaccine-induced myocarditis numbers come in. So far, 3 kids without it post-Covid, so I’m feeling optimistic."	2021-11-20 23:09:33+00:00
938	4	-	"@RobertMeynell @Luber905 @MargotCBoyd @RobynUrback @BrittanyAmofah @EmmaRoseTeitel @kristynwongtam I think if you'd spoken to some of the people of many ages who've suffered through the ravages of the illness and those who've been left with debilitating long COVID symptoms, you might care? Then again, this far in and you haven't figured this out, so probably not gonna happen."	2021-11-20 22:48:05+00:00
939	4	n	"Well, it’s been since March 11, 2020 that I was at my last Oilers game (last game before Covid shut it all down) &amp; tonight I’m off to Rogers Place for the game! So SO pumped!!!"	2021-11-20 22:38:48+00:00
940	1	n	"There are people freaking out about “symptomless covid” now. It’s a Psyop, a lie, gaslighting. Don’t let them do this to you."	2021-11-20 22:25:12+00:00
941	2	-	"Just got my 10th travel-related COVID test. There should be a punch card where I’d get the next one free!

This antigen one, ahead of Monday flight to Columbus for next week’s #NHLJets road trip, only cost $40 at Shoppers. Prices coming down. Previously paid $170, then $70."	2021-11-20 22:20:48+00:00
942	2	-	"@EricEngels @Sportsnet Is he playing dumb or is it covid fever? Yes absolutely keep this shit show going. Yes put Price on ice, and anybody else who got lingering injuries and tank this shit. In fact if you try salvaging this season you should be fired on the spot. #habs"	2021-11-20 21:55:05+00:00
943	2	-	F*ck anybody who tries to police me. I’m ungovernable. Fakeass moral heroism for a made up TV pandemic. Absolute f*cking losers. Leave me the f*ck alone. Get Covid and die b*tch!!!!	2021-11-20 21:49:16+00:00
944	2	-	"@Acosta yay Jim for calling out f'n fox news for all the BS they spew. Keep after them, relentlessly! I blame trump and fox for my nieces death due to Covid delta variant. She was unvaccinated and a fox/trump fan😩🤮"	2021-11-20 21:45:55+00:00
945	2	-	"@Bateson_AB @jkenney You killed how many thousands by bungling COVID-19 response?

You've made life more expensive.

You brought our healthcare system to the brink of collapse.

You continue to attack education.

@UCPCaucus corruption and incompetence are rampant.

Are you all delusional?
#abpoli"	2021-11-20 21:44:25+00:00
946	3	+	"@Jdfo77 @SabiVM @AmyGreerKalisz As long as your child is not part of an open label /investigational therapeutics study, you should have no problem with vaccinating her for COVID &amp; I am happy to hear you’re planning to do so🙌🏾
If you have concerns I highly recommend speaking with your paediatrician 🙏🏾"	2021-11-20 21:34:41+00:00
